date,state,district,pincode,bio_age_5_17,bio_age_17_
31-08-2025,Telangana,Hyderabad,500043,0,2
31-08-2025,Telangana,Hyderabad,500054,0,5
31-08-2025,Telangana,Hyderabad,500082,1,0
20-08-2025,Telangana,Hyderabad,500081,0,1
02-09-2025,Telangana,Hyderabad,500088,0,1
27-08-2025,Telangana,Hyderabad,500016,0,2
27-08-2025,Telangana,Hyderabad,500018,0,3
27-08-2025,Telangana,Hyderabad,500036,0,4
27-08-2025,Telangana,Hyderabad,500042,0,1
27-08-2025,Telangana,Hyderabad,500059,0,8
27-08-2025,Telangana,Hyderabad,500072,1,0
27-08-2025,Telangana,Hyderabad,500081,0,3
23-08-2025,Telangana,Hyderabad,500095,0,1
22-08-2025,Telangana,Hyderabad,500043,0,1
24-08-2025,Telangana,Hyderabad,500010,1,0
25-08-2025,Telangana,Hyderabad,500085,0,2
28-08-2025,Telangana,Hyderabad,500091,0,1
14-08-2025,Telangana,Hyderabad,500088,0,1
16-08-2025,Telangana,Hyderabad,500056,1,5
16-08-2025,Telangana,Hyderabad,500087,0,1
17-08-2025,Telangana,Hyderabad,500004,1,1
17-08-2025,Telangana,Hyderabad,500010,0,2
17-08-2025,Telangana,Hyderabad,500016,3,1
15-08-2025,Telangana,Hyderabad,500002,0,4
15-08-2025,Telangana,Hyderabad,500004,0,1
15-08-2025,Telangana,Hyderabad,500024,0,1
15-08-2025,Telangana,Hyderabad,500034,0,3
15-08-2025,Telangana,Hyderabad,500036,0,3
15-08-2025,Telangana,Hyderabad,500055,0,1
15-08-2025,Telangana,Hyderabad,500058,0,3
15-08-2025,Telangana,Hyderabad,500072,1,5
15-08-2025,Telangana,Hyderabad,500080,0,2
11-08-2025,Telangana,Hyderabad,500063,0,2
09-08-2025,Telangana,Hyderabad,500081,0,1
10-08-2025,Telangana,Hyderabad,500001,0,4
10-08-2025,Telangana,Hyderabad,500010,0,2
10-08-2025,Telangana,Hyderabad,500025,2,0
10-08-2025,Telangana,Hyderabad,500045,0,5
10-08-2025,Telangana,Hyderabad,500055,1,0
10-08-2025,Telangana,Hyderabad,500080,0,2
10-08-2025,Telangana,Hyderabad,500094,0,3
06-08-2025,Telangana,Hyderabad,500091,0,3
07-08-2025,Telangana,Hyderabad,500081,0,2
05-08-2025,Telangana,Hyderabad,500081,1,3
05-08-2025,Telangana,Hyderabad,500088,0,1
04-08-2025,Telangana,Hyderabad,500025,3,3
08-08-2025,Telangana,Hyderabad,500085,0,1
02-08-2025,Telangana,Hyderabad,500087,0,1
03-08-2025,Telangana,Hyderabad,500001,0,6
03-08-2025,Telangana,Hyderabad,500003,0,6
03-08-2025,Telangana,Hyderabad,500004,0,1
03-08-2025,Telangana,Hyderabad,500009,0,1
03-08-2025,Telangana,Hyderabad,500013,0,15
03-08-2025,Telangana,Hyderabad,500016,0,6
03-08-2025,Telangana,Hyderabad,500057,0,1
03-08-2025,Telangana,Hyderabad,500064,2,5
03-08-2025,Telangana,Hyderabad,500080,0,4
03-08-2025,Telangana,Hyderabad,500082,0,2
30-07-2025,Telangana,Hyderabad,500047,0,1
27-07-2025,Telangana,Hyderabad,500042,1,0
27-07-2025,Telangana,Hyderabad,500082,0,1
20-07-2025,Telangana,Hyderabad,500003,1,5
20-07-2025,Telangana,Hyderabad,500011,1,4
20-07-2025,Telangana,Hyderabad,500033,0,1
20-07-2025,Telangana,Hyderabad,500054,0,1
20-07-2025,Telangana,Hyderabad,500064,0,11
20-07-2025,Telangana,Hyderabad,500087,1,0
11-07-2025,Telangana,Hyderabad,500014,0,1
11-07-2025,Telangana,Hyderabad,500073,1,12
14-07-2025,Telangana,Hyderabad,500063,0,1
14-07-2025,Telangana,Hyderabad,500088,0,6
24-07-2025,Telangana,Hyderabad,500047,0,2
23-07-2025,Telangana,Hyderabad,500088,0,8
15-07-2025,Telangana,Hyderabad,500078,1,0
15-07-2025,Telangana,Hyderabad,500088,0,1
16-07-2025,Telangana,Hyderabad,500031,0,2
16-07-2025,Telangana,Hyderabad,500041,0,1
01-07-2025,Telangana,Hyderabad,500085,0,2
28-07-2025,Telangana,Hyderabad,500031,0,1
04-07-2025,Telangana,Hyderabad,500081,0,5
22-07-2025,Telangana,Hyderabad,500043,0,2
05-07-2025,Telangana,Hyderabad,500031,0,1
05-07-2025,Telangana,Hyderabad,500103,0,1
06-07-2025,Telangana,Hyderabad,500001,0,2
06-07-2025,Telangana,Hyderabad,500020,3,11
06-07-2025,Telangana,Hyderabad,500033,0,2
06-07-2025,Telangana,Hyderabad,500038,2,3
06-07-2025,Telangana,Hyderabad,500042,1,2
06-07-2025,Telangana,Hyderabad,500057,0,3
06-07-2025,Telangana,Hyderabad,500058,0,3
06-07-2025,Telangana,Hyderabad,500094,0,3
06-07-2025,Telangana,Hyderabad,500095,0,1
08-07-2025,Telangana,Hyderabad,500047,0,2
08-07-2025,Telangana,Hyderabad,500069,0,1
12-07-2025,Telangana,Hyderabad,500020,25,14
12-07-2025,Telangana,Hyderabad,500025,5,0
12-07-2025,Telangana,Hyderabad,500029,10,3
12-07-2025,Telangana,Hyderabad,500057,2,4
12-07-2025,Telangana,Hyderabad,500058,12,4
12-07-2025,Telangana,Hyderabad,500061,28,16
12-07-2025,Telangana,Hyderabad,500073,4,3
12-07-2025,Telangana,Hyderabad,500080,8,5
12-07-2025,Telangana,Hyderabad,500082,7,3
12-07-2025,Telangana,Hyderabad,500085,1,0
12-07-2025,Telangana,Hyderabad,500087,0,1
13-07-2025,Telangana,Hyderabad,500002,0,1
13-07-2025,Telangana,Hyderabad,500004,1,1
13-07-2025,Telangana,Hyderabad,500016,0,2
13-07-2025,Telangana,Hyderabad,500025,1,0
13-07-2025,Telangana,Hyderabad,500029,5,1
13-07-2025,Telangana,Hyderabad,500036,2,5
13-07-2025,Telangana,Hyderabad,500044,2,4
14-07-2025,Telangana,Hyderabad,500005,14,17
14-07-2025,Telangana,Hyderabad,500013,14,24
14-07-2025,Telangana,Hyderabad,500024,5,13
14-07-2025,Telangana,Hyderabad,500057,1,3
14-07-2025,Telangana,Hyderabad,500064,25,36
14-07-2025,Telangana,Hyderabad,500072,7,18
23-07-2025,Telangana,Hyderabad,500002,28,15
23-07-2025,Telangana,Hyderabad,500004,23,4
23-07-2025,Telangana,Hyderabad,500008,72,57
23-07-2025,Telangana,Hyderabad,500009,16,2
23-07-2025,Telangana,Hyderabad,500036,28,20
23-07-2025,Telangana,Hyderabad,500049,14,9
23-07-2025,Telangana,Hyderabad,500063,2,1
23-07-2025,Telangana,Hyderabad,500064,42,21
23-07-2025,Telangana,Hyderabad,500067,6,4
22-07-2025,Telangana,Hyderabad,500004,9,8
22-07-2025,Telangana,Hyderabad,500005,53,36
22-07-2025,Telangana,Hyderabad,500006,14,27
22-07-2025,Telangana,Hyderabad,500011,13,8
22-07-2025,Telangana,Hyderabad,500016,6,6
22-07-2025,Telangana,Hyderabad,500018,18,19
22-07-2025,Telangana,Hyderabad,500026,15,7
22-07-2025,Telangana,Hyderabad,500028,32,33
22-07-2025,Telangana,Hyderabad,500053,49,38
22-07-2025,Telangana,Hyderabad,500059,20,30
22-07-2025,Telangana,Hyderabad,500061,17,14
22-07-2025,Telangana,Hyderabad,500065,9,11
22-07-2025,Telangana,Hyderabad,500067,4,3
22-07-2025,Telangana,Hyderabad,500081,0,2
22-07-2025,Telangana,Hyderabad,500091,0,1
01-08-2025,Telangana,Hyderabad,500002,28,16
01-08-2025,Telangana,Hyderabad,500008,47,30
01-08-2025,Telangana,Hyderabad,500009,5,2
01-08-2025,Telangana,Hyderabad,500010,14,5
01-08-2025,Telangana,Hyderabad,500017,8,7
01-08-2025,Telangana,Hyderabad,500018,14,12
01-08-2025,Telangana,Hyderabad,500036,16,18
01-08-2025,Telangana,Hyderabad,500050,0,6
01-08-2025,Telangana,Hyderabad,500053,55,38
01-08-2025,Telangana,Hyderabad,500058,6,5
01-08-2025,Telangana,Hyderabad,500064,43,26
01-08-2025,Telangana,Hyderabad,500073,4,3
01-08-2025,Telangana,Hyderabad,500082,2,3
01-08-2025,Telangana,Hyderabad,500085,0,1
29-07-2025,Telangana,Hyderabad,500001,25,16
29-07-2025,Telangana,Hyderabad,500006,28,18
29-07-2025,Telangana,Hyderabad,500010,3,7
29-07-2025,Telangana,Hyderabad,500016,5,4
29-07-2025,Telangana,Hyderabad,500025,2,1
29-07-2025,Telangana,Hyderabad,500026,10,3
29-07-2025,Telangana,Hyderabad,500028,31,18
29-07-2025,Telangana,Hyderabad,500038,7,5
29-07-2025,Telangana,Hyderabad,500065,6,7
29-07-2025,Telangana,Hyderabad,500067,5,6
29-07-2025,Telangana,Hyderabad,500082,2,5
31-07-2025,Telangana,Hyderabad,500001,20,13
31-07-2025,Telangana,Hyderabad,500003,15,8
31-07-2025,Telangana,Hyderabad,500009,6,5
31-07-2025,Telangana,Hyderabad,500013,28,27
31-07-2025,Telangana,Hyderabad,500036,13,26
31-07-2025,Telangana,Hyderabad,500038,0,1
31-07-2025,Telangana,Hyderabad,500040,5,5
31-07-2025,Telangana,Hyderabad,500055,1,2
31-07-2025,Telangana,Hyderabad,500059,29,30
31-07-2025,Telangana,Hyderabad,500062,13,14
31-07-2025,Telangana,Hyderabad,500064,34,21
31-07-2025,Telangana,Hyderabad,500065,13,7
31-07-2025,Telangana,Hyderabad,500067,1,3
31-07-2025,Telangana,Hyderabad,500072,11,9
31-07-2025,Telangana,Hyderabad,500096,1,2
30-07-2025,Telangana,Hyderabad,500003,13,14
30-07-2025,Telangana,Hyderabad,500024,8,17
30-07-2025,Telangana,Hyderabad,500031,2,0
30-07-2025,Telangana,Hyderabad,500033,1,5
30-07-2025,Telangana,Hyderabad,500034,4,9
30-07-2025,Telangana,Hyderabad,500042,2,0
30-07-2025,Telangana,Hyderabad,500049,5,8
30-07-2025,Telangana,Hyderabad,500057,1,2
30-07-2025,Telangana,Hyderabad,500058,7,14
30-07-2025,Telangana,Hyderabad,500062,6,5
30-07-2025,Telangana,Hyderabad,500067,10,6
04-08-2025,Telangana,Hyderabad,500001,11,11
04-08-2025,Telangana,Hyderabad,500007,1,5
04-08-2025,Telangana,Hyderabad,500012,5,17
04-08-2025,Telangana,Hyderabad,500026,8,6
04-08-2025,Telangana,Hyderabad,500036,14,24
04-08-2025,Telangana,Hyderabad,500042,0,1
04-08-2025,Telangana,Hyderabad,500064,28,28
04-08-2025,Telangana,Hyderabad,500065,9,3
04-08-2025,Telangana,Hyderabad,500069,1,0
04-08-2025,Telangana,Hyderabad,500073,6,2
04-08-2025,Telangana,Hyderabad,500096,3,4
03-08-2025,Telangana,Hyderabad,500020,1,4
03-08-2025,Telangana,Hyderabad,500036,0,2
03-08-2025,Telangana,Hyderabad,500044,1,0
05-08-2025,Telangana,Hyderabad,500001,19,14
05-08-2025,Telangana,Hyderabad,500008,57,40
05-08-2025,Telangana,Hyderabad,500016,6,9
05-08-2025,Telangana,Hyderabad,500017,11,9
05-08-2025,Telangana,Hyderabad,500027,10,10
05-08-2025,Telangana,Hyderabad,500038,4,4
05-08-2025,Telangana,Hyderabad,500049,4,15
05-08-2025,Telangana,Hyderabad,500050,0,2
05-08-2025,Telangana,Hyderabad,500061,12,17
05-08-2025,Telangana,Hyderabad,500072,11,8
05-08-2025,Telangana,Hyderabad,500085,0,2
05-08-2025,Telangana,Hyderabad,500096,5,4
17-10-2025,Telangana,Hyderabad,500005,58,25
17-10-2025,Telangana,Hyderabad,500008,63,27
17-10-2025,Telangana,Hyderabad,500009,7,10
17-10-2025,Telangana,Hyderabad,500025,4,2
17-10-2025,Telangana,Hyderabad,500031,0,1
17-10-2025,Telangana,Hyderabad,500036,19,12
17-10-2025,Telangana,Hyderabad,500040,9,10
17-10-2025,Telangana,Hyderabad,500044,11,8
17-10-2025,Telangana,Hyderabad,500047,0,1
17-10-2025,Telangana,Hyderabad,500067,9,3
23-10-2025,Telangana,Hyderabad,500002,12,14
23-10-2025,Telangana,Hyderabad,500003,20,16
23-10-2025,Telangana,Hyderabad,500004,25,5
23-10-2025,Telangana,Hyderabad,500013,23,36
23-10-2025,Telangana,Hyderabad,500020,27,42
23-10-2025,Telangana,Hyderabad,500029,5,4
23-10-2025,Telangana,Hyderabad,500034,19,9
23-10-2025,Telangana,Hyderabad,500036,6,14
23-10-2025,Telangana,Hyderabad,500054,18,6
23-10-2025,Telangana,Hyderabad,500081,1,0
22-10-2025,Telangana,Hyderabad,500002,15,10
22-10-2025,Telangana,Hyderabad,500007,4,2
22-10-2025,Telangana,Hyderabad,500008,54,25
22-10-2025,Telangana,Hyderabad,500009,5,6
22-10-2025,Telangana,Hyderabad,500011,16,14
22-10-2025,Telangana,Hyderabad,500015,14,7
22-10-2025,Telangana,Hyderabad,500018,21,17
22-10-2025,Telangana,Hyderabad,500025,2,5
